company_id,company_founded,company_industry,company_name,company_size,company_specialties,company_region
24034,"1941.0","Wholesale","MSC Industrial Supply Co.","5.001-10.000 employees","Distribution; Maintenance; Repair & Operations (MRO) Solutions; Metalworking Solutions & Expertise; ControlPoint Inventory Management Technology Solutions; Supply Chain Expertise & Services; Facility Management; Inventory Management Services; and Manufacturing","North Carolina"
4296,"1980.0","Telecommunications","DISH Network","10.001+ employees","A leading provider of satellite television; DVR; Provides the most HD and international programming in the U.S.; Satellite Broadband Service; IoT; Wireless; tv; technology; connectivity; communication; and television","CO"
2190,"Not Valuable","IT Services and IT Consulting","Visa","10.001+ employees","Global payments technology company","California"
35504599,"2018.0","Hospitals and Health Care","Trend Health Partners","201-500 employees","Technology; Claim Reimbursement; Financial Transactions; Artificial Intelligence; Business Process Improvement; Patient Accounting; Transaction resolution; Collaboration; Revenue Cycle; Payment Integrity; Overpayment Identification; Advanced Analytics; Customer Centric; Innovation; Denial Management; and Denial Prevention","MD"
163631,"1896.0","Manufacturing","Energizer Holdings","5.001-10.000 employees","batteries; lighting; and autocare","Missouri"
18983712,"2018.0","Real Estate","Soundspace","2-10 employees","Music; Recording; Community; Rehearsal; Venue; Venture; SaaS; Technology; Proptech; Real Estate; Coworking; Shared Space; and Creative Industry","KY"
76159392,"2021.0","Hospitals and Health Care","CareAbout Health","201-500 employees","Healthcare; Patients; Doctors; Investors; Providers; Value-Based Care; Private Equity; Medical Partners; Healthcare Management; Healthcare Performance; Quality-Care; Patient Experience; Healthcare Operations; Healthcare Innovation; Healthcare Technology; Healthcare Solutions; Healthcare Access; Community Healthcare; Healthcare Improvement; and Healthcare Investment","NY"
67337,"1859.0","Utilities","Chesapeake Utilities Corporation","1.001-5.000 employees","Natural Gas Distribution; Natural Gas Transmission; Natural Gas Gathering and Processing; Natural Gas Marketing; Propane Distribution & Wholesale Marketing; Electricity Distribution; Other Related Businesses; Renewable Natural Gas; and Virtual Pipeline Solutions","DE"
25074192,"Not Valuable","Software Development","Datavant","5.001-10.000 employees","data privacy; health data; Release of Information; Medicaire Risk Adjustment; and Healthcare Interoperability","Arizona"
1180589,"1940.0","Hospitals and Health Care","Carolina NeuroSurgery & Spine Associates","501-1.000 employees","Neurosurgery; Physiatry; Physical Therapy; Diagnostic Imaging; pain management ; and neurology","NC"
15085,"1970.0","Hospitality","Westgate Resorts","5.001-10.000 employees","Timeshare; Vacation Ownerships; Hospitality & Resorts; and Hotels","Florida"
96666603,"Not Valuable","Staffing and Recruiting","EV.Careers","2-10 employees","Staffing; Recruiting; Job Board; Electric Vehicles; EV Charging; Hiring; and EV Recruitment","Not Valuable"
1063,"1984.0","Software Development","Cisco","10.001+ employees","Networking; Wireless; Security; Unified Communication; Cloud; Collaboration; Data Center; Virtualization; Unified Computing Systems; Artificial Intelligence; Observability; Sustainability; Computing; Software; and Services (CX)","CA"
101713011,"2023.0","Business Consulting and Services","The Insights Partnership; LLC","2-10 employees","Consumer Insights and Matchmaking","IL"
18143481,"Not Valuable","Environmental Services","APTIM","1.001-5.000 employees","Program Management; Construction Management; Energy Efficiency; Environmental Services; Engineering; Disaster Response & Recovery; Resilience; Emergency Management; Nuclear Decommissioning; Sustainability Solutions and Consulting; Environmental Remediation; Coastal Resilience; and Infrastructure Resilience","Louisiana"
119790,"1970.0","Motor Vehicle Manufacturing","Power-Packer","501-1.000 employees","agriculture; automotive; construction; fire and rescue; marine; medical; mining; oil and gas; on-highway vehicles; and hydraulic position and motion control products","Not Valuable"
3633074,"1904.0","Construction","The Dutra Group","201-500 employees","Dredging; Wetlands Construction and Reclamation; Marine Construction; Environmental Habitat Restoration; Beach Nourishment; Land Reclamation; Harbor and Channel Maintenance; Construction; and Aggregate","California"
33520473,"Not Valuable","Defense and Space Manufacturing","EverWatch","201-500 employees","Intelligence; Defense; and Deployed Mission Support","Maryland"
105177768,"Not Valuable","Space Research and Technology","Velocity","2-10 employees","Ai; Growth; and Aerospace","Not Valuable"
71350,"2004.0","Staffing and Recruiting","SPECTRAFORCE","1.001-5.000 employees","Staffing; Projects Outsourcing; Offshore Delivery Centers; Product Development; recruiting; and recruitment","NC"
2396310,"Not Valuable","Staffing and Recruiting","Randstad USA","1.001-5.000 employees","Technology Staffing & Solutions; Staffing Services; Pharma; Healthcare; Finance; Human Resources; Engineering; Accounting; Office & Adminstration; Manufacturing; Sales & Marketing; HR Consulting; and Independent Contractor Services","GA"
11056,"2001.0","Staffing and Recruiting","Insight Global","1.001-5.000 employees","Professional Services; Business Services; Staffing; Talent Solutions; Technical Solutions; Recruiting; Global Capabilities; Engineering; Healthcare; and IT","Georgia"
1028156,"1997.0","Staffing and Recruiting","HireTalent - Diversity Staffing & Recruiting Firm","501-1.000 employees","Executive Search; Clinical / Scientific Staffing; Staffing / Recruiting; Diversity Recruiting; Finance / Accounting Staffing; Professional Staffing; Admin / Clerical Staffing; IT Staffing; Veterans Staffing; Payrolling; Workforce Compliance; MSP / VMS; consciously unbiased; clinical staffing; technology staffing; technology recruiting; consciouslyunbiased; and diversity staffing","Not Valuable"
19534,"1994.0","Staffing and Recruiting","Atrium","201-500 employees","Staffing & Recruitment; MSP; Payrolling Services; Intern Program Design; Temp; Independent Contractor Compliance; Administrative Support; Scientific & Clinical; Jobs; Finance & Accounting; Creative; Woman-Owned; WBENC; Product Development; Interim Solutions; Workforce Solutions; Talent Acquisition; Talent Management; Hiring; HR Management; Human Resources; Customer Service; Supply Chain & Operations; Direct Hire; Direct Sourcing; Real Estate; Marketing; IT; Information Technology; Real Estate; Fashion & Lifestyle; and Retail","NY"
13153,"1997.0","Staffing and Recruiting","Aston Carter","1.001-5.000 employees","Accounting and Finance; Business Support; Strategy; Change & Transformation; Operations; Banking and Financial Services; Administrative; Human Resources; Talent Acquisition; Procurement; and Supply Chain","Not Valuable"
105175102,"2005.0","Business Consulting and Services","Credence Management Solutions; LLC..","1.001-5.000 employees","Engineering; Information Technology; Technology and Engineering; Mission Support; Health; Cyber; Cloud; Artificial Intelligence; DevSecOps; International Development; Global Health; Humanitarian Assistance; and Intelligence","Virginia"
2432001,"2001.0","Defense and Space Manufacturing","Sawdey Solution Services","201-500 employees","Cyber; C4ISR; Government Contracting & Acquisition; Advisory and Assistance Services; A&AS; Engineering Support Services; Intelligence; Acquisition; Operations; Financial Management; and Supply Chain","OH"
685972,"1985.0","Professional Services","Sygnetics; Inc.","11-50 employees","Healthcare Services; Human Capital Management; Information Technology Services; Program Project Management; Vocational Rehabilitation & Employment Services; Doctor; Nurse; Physician; Locum Tenens; Medical Technician; Medical; and Cloud Computing","Michigan"
3247743,"2011.0","Consumer Services","Red Carrot","11-50 employees","Marketing Strategy; Business Strategy; Digital Marketing; Social Media; Graphic Design; Events; Advertising; Public Relations; Experiential Marketing; Strategic Planning; consulting; management; and human capital","FL"
27494,"1995.0","Staffing and Recruiting","neteffects","201-500 employees","Staffing; Contract consulting; Direct hire; Executive search; People capital consulting; Workforce solutions; Managed service provider; Payrolling; Managed teams; Agile java development; IT Staffing; IT Careers; IT Jobs; IT Recruiting; and Talent Solutions","MO"
99134126,"2024.0","Technology; Information and Internet","Saralam Corporation","2-10 employees","Test Automation; Managed QA Service; and AI-First Test Automation","CA"
2227668,"2008.0","Staffing and Recruiting","Talencio","11-50 employees","MedTech; BioTech & Pharmaceutical; Healthcare; Staffing; Recruiting; Pharmaceutical; Biotechnology; Medical Device Recruitment; Medical Device Executive Search; Medical Device Talent Acquisition; Pharmaceutical Recruitment; Pharmaceutical Executive Search; Pharmaceutical Talent Acquisition; Health Technology Recruitment; Health Technology Executive Search; Health Technology Talent Acquisition; Digital Health Recruitment; Digital Health Executive Search; Digital Health Talent Acquisition; Medical Device Search; Pharmaceutical Search; Health Technology Search; and Funding Search","MN"
20805,"2001.0","Defense and Space Manufacturing","JT4","1.001-5.000 employees","Engineering; Electronics Technicians; Technical Services; Operational Testing and Evaluation; Mission Support; System Engineering; Mechanical Engineering; Ops Test Analyst; Instrumentation Field Engineer; Radar Engineer; Computer Scientist; and ABET","NV"
260295,"1997.0","Staffing and Recruiting","Synergis","201-500 employees","Workforce Management Solutions; Recruitment Services; Contract Staffing; Payroll Services; and Vendor Management","Georgia"
30324,"2001.0","IT Services and IT Consulting","Intelliswift - An LTTS Company","1.001-5.000 employees","Enterprise Applications; Mobility / Collaboration; Big Data / Business Intelligence; Cloud Solutions; Quality Assurance; Web Solutions; Digital Transformation; Product Engineering; Technology Solutions; Digital Product Engineering; Digital Enterprise; Snowflake; Oracle NetSuite; Apigee; Digital Integration; Data Management & Analytics; Digital Assurance; Extended Engineering Services ; AI/ML; Business Process Automation; TIBCO; salesforce; artificial intelligence; and Smartsheet","CA"
94789280,"2023.0","Internet Marketplace Platforms","Learn & Earn With Hussain","5.001-10.000 employees","Digital Marketing; YouTube Promotion; Facebook Specialist ; Marketing Agency; and Affiliate Marketing","Mongla"
40735156,"1973.0","Staffing and Recruiting","HEPCO; Inc.","201-500 employees","recruiting; staffing; engineering; IT; Telecommunications; payroll; SDVOSB; aerospace; aviation; transit; security clearance; DoD contracts; and defense contracts","New Jersey"
26243888,"2020.0","Technology; Information and Internet","VeriiPro","11-50 employees","recruiting; hiring; job boards;  job posting; candidate screening; HR services;  job alerts; artificial intelligence;  Tech; HR Tech; and Startup","California"
37130,"1951.0","Hospitals and Health Care","Baptist Health Care","1.001-5.000 employees","healthcare; Cancer Institute; Bariatric / Weight-Loss; Emergency & Trauma; Heart & Vascular; Orthopaedics; Stroke; and Women’s","FL"
28142671,"2018.0","Environmental Services","Priority Waste","1.001-5.000 employees","Commercial ‚Äì Industrial ‚Äì Residential Roll Off Dumpster Service and Compactors and Equipment Rental","Michigan"
